Date,SP500,Dividend,Earnings,Consumer Price Index,Long Interest Rate,Real Price,Real Dividend,Real Earnings,Return Percent,Dividend Yield
1871-01-01,4.44,0.26,0.4,12.46,5.32,85.65,5.02,7.72,,0.058558559
1871-02-01,4.5,0.26,0.4,12.84,5.32,84.24,4.87,7.49,,0.057777778
1871-03-01,4.61,0.26,0.4,13.03,5.33,85.04,4.8,7.38,,0.056399132
1871-04-01,4.74,0.26,0.4,12.56,5.33,90.75,4.98,7.66,,0.054852321
1871-05-01,4.86,0.26,0.4,12.27,5.33,95.21,5.09,7.84,,0.053497942
1871-06-01,4.82,0.26,0.4,12.08,5.34,95.91,5.17,7.96,,0.053941909
1871-07-01,4.73,0.26,0.4,12.08,5.34,94.12,5.17,7.96,,0.054968288
1871-08-01,4.79,0.26,0.4,11.89,5.34,96.84,5.26,8.09,,0.054279749
1871-09-01,4.84,0.26,0.4,12.18,5.35,95.56,5.13,7.9,,0.053719008
1871-10-01,4.59,0.26,0.4,12.37,5.35,89.23,5.05,7.78,,0.05664488
1871-11-01,4.64,0.26,0.4,12.37,5.35,90.2,5.05,7.78,,0.056034483
1871-12-01,4.74,0.26,0.4,12.65,5.36,90.07,4.94,7.6,0.067567568,0.054852321
1872-01-01,4.86,0.26,0.4,12.65,5.36,92.35,5,7.65,0.08,0.053497942
1872-02-01,4.88,0.27,0.41,12.65,5.38,92.73,5.07,7.7,0.05856833,0.055327869
1872-03-01,5.04,0.27,0.41,12.84,5.4,94.35,5.05,7.63,0.063291139,0.053571429
1872-04-01,5.18,0.27,0.41,13.13,5.42,94.86,5,7.51,0.065843621,0.052123552
1872-05-01,5.18,0.28,0.41,13.13,5.43,94.86,5.07,7.55,0.074688797,0.054054054
1872-06-01,5.13,0.28,0.41,13.03,5.45,94.63,5.17,7.66,0.084566596,0.054580897
1872-07-01,5.1,0.28,0.42,12.84,5.47,95.47,5.3,7.82,0.064718163,0.054901961
1872-08-01,5.04,0.29,0.42,12.94,5.49,93.65,5.33,7.8,0.041322314,0.057539683
1872-09-01,4.95,0.29,0.42,13.03,5.51,91.31,5.35,7.79,0.078431373,0.058585859
1872-10-01,4.97,0.29,0.42,12.75,5.52,93.73,5.53,8.02,0.07112069,0.058350101
1872-11-01,4.95,0.3,0.43,13.13,5.54,90.65,5.43,7.83,0.044303797,0.060606061
1872-12-01,5.07,0.3,0.43,12.94,5.56,94.21,5.57,7.99,0.043209877,0.059171598
1873-01-01,5.11,0.3,0.43,12.94,5.58,94.96,5.62,8.04,0.047131148,0.058708415
1873-02-01,5.15,0.3,0.43,13.23,5.57,93.63,5.55,7.91,0.021825397,0.058252427
1873-03-01,5.11,0.31,0.44,13.23,5.56,92.91,5.59,7.95,-0.013513514,0.060665362
1873-04-01,5.04,0.31,0.44,13.23,5.55,91.63,5.64,8,-0.027027027,0.061507937
1873-05-01,5.05,0.31,0.44,12.94,5.54,93.84,5.81,8.22,-0.015594542,0.061386139
1873-06-01,4.98,0.32,0.45,12.56,5.53,95.34,6.03,8.52,-0.023529412,0.064257028
1873-07-01,4.97,0.32,0.45,12.56,5.53,95.15,6.08,8.57,-0.013888889,0.064386318
1873-08-01,4.97,0.32,0.45,12.56,5.52,95.15,6.13,8.62,0.004040404,0.064386318
1873-09-01,4.59,0.32,0.45,12.56,5.51,87.88,6.17,8.66,-0.076458753,0.069716776
1873-10-01,4.19,0.33,0.46,12.27,5.5,82.08,6.37,8.91,-0.153535354,0.07875895
1873-11-01,4.04,0.33,0.46,11.89,5.49,81.68,6.62,9.25,-0.203155819,0.081683168
1873-12-01,4.42,0.33,0.46,12.18,5.48,87.27,6.52,9.08,-0.135029354,0.074660633
1874-01-01,4.66,0.33,0.46,12.37,5.47,90.59,6.42,8.94,-0.095145631,0.070815451
1874-02-01,4.8,0.33,0.46,12.37,5.44,93.31,6.42,8.94,-0.060665362,0.06875
1874-03-01,4.73,0.33,0.46,12.37,5.4,91.95,6.42,8.94,-0.061507937,0.069767442
1874-04-01,4.6,0.33,0.46,12.18,5.37,90.82,6.52,9.08,-0.089108911,0.07173913
1874-05-01,4.48,0.33,0.46,12.08,5.34,89.15,6.57,9.15,-0.100401606,0.073660714
1874-06-01,4.46,0.33,0.46,11.8,5.3,90.9,6.73,9.38,-0.102615694,0.073991031
1874-07-01,4.46,0.33,0.46,11.89,5.27,90.17,6.67,9.3,-0.102615694,0.073991031
1874-08-01,4.47,0.33,0.46,11.8,5.24,91.1,6.73,9.38,-0.026143791,0.073825503
1874-09-01,4.54,0.33,0.46,11.8,5.2,92.53,6.73,9.38,0.08353222,0.072687225
1874-10-01,4.53,0.33,0.46,11.61,5.17,93.84,6.84,9.53,0.121287129,0.072847682
1874-11-01,4.57,0.33,0.46,11.51,5.14,95.45,6.89,9.61,0.033936652,0.072210066
1874-12-01,4.54,0.33,0.46,11.51,5.1,94.82,6.89,9.61,-0.025751073,0.072687225
1875-01-01,4.54,0.33,0.45,11.51,5.07,94.82,6.84,9.43,-0.054166667,0.072687225
1875-02-01,4.53,0.33,0.44,11.51,5.03,94.61,6.79,9.26,-0.042283298,0.072847682
1875-03-01,4.59,0.32,0.43,11.51,4.99,95.87,6.74,9.09,-0.002173913,0.069716776
1875-04-01,4.65,0.32,0.43,11.61,4.95,96.32,6.63,8.84,0.037946429,0.068817204
1875-05-01,4.47,0.32,0.42,11.32,4.91,94.93,6.74,8.88,0.002242152,0.071588367
1875-06-01,4.38,0.32,0.41,11.13,4.87,94.61,6.8,8.86,-0.01793722,0.073059361
1875-07-01,4.39,0.31,0.4,11.13,4.83,94.82,6.75,8.68,-0.017897092,0.070615034
1875-08-01,4.41,0.31,0.39,11.23,4.79,94.45,6.64,8.42,-0.028634361,0.070294785
1875-09-01,4.37,0.31,0.39,11.13,4.75,94.39,6.64,8.32,-0.035320088,0.070938215
1875-10-01,4.3,0.3,0.38,11.13,4.71,92.88,6.59,8.14,-0.059080963,0.069767442
1875-11-01,4.37,0.3,0.37,11.04,4.67,95.21,6.59,8.02,-0.037444934,0.068649886
1875-12-01,4.37,0.3,0.36,10.94,4.63,96.03,6.59,7.91,-0.037444934,0.068649886
1876-01-01,4.46,0.3,0.35,10.85,4.59,98.87,6.65,7.83,-0.015452539,0.067264574
1876-02-01,4.52,0.3,0.35,10.85,4.58,100.2,6.65,7.69,-0.015250545,0.066371681
1876-03-01,4.51,0.3,0.34,10.85,4.57,99.98,6.65,7.54,-0.030107527,0.066518847
1876-04-01,4.34,0.3,0.33,10.75,4.56,97.06,6.71,7.45,-0.029082774,0.069124424
1876-05-01,4.18,0.3,0.33,10.37,4.54,96.91,6.96,7.57,-0.0456621,0.071770335
1876-06-01,4.15,0.3,0.32,10.09,4.53,98.94,7.15,7.63,-0.054669704,0.072289157
1876-07-01,4.1,0.3,0.31,10.09,4.52,97.75,7.15,7.47,-0.070294785,0.073170732
1876-08-01,3.93,0.3,0.31,10.18,4.51,92.82,7.09,7.24,-0.100686499,0.076335878
1876-09-01,3.69,0.3,0.3,10.28,4.5,86.35,7.02,7.02,-0.141860465,0.081300813
1876-10-01,3.67,0.3,0.29,10.47,4.49,84.32,6.89,6.74,-0.160183066,0.081743869
1876-11-01,3.6,0.3,0.29,10.56,4.47,81.96,6.83,6.53,-0.176201373,0.083333333
1876-12-01,3.58,0.3,0.28,10.75,4.46,80.06,6.71,6.26,-0.197309417,0.083798883
1877-01-01,3.55,0.29,0.28,10.94,4.45,78.01,6.39,6.19,-0.21460177,0.081690141
1877-02-01,3.34,0.28,0.28,10.66,4.44,75.36,6.36,6.39,-0.259423503,0.083832335
1877-03-01,3.17,0.27,0.28,10.18,4.43,74.87,6.44,6.73,-0.269585253,0.085173502
1877-04-01,2.94,0.26,0.29,10.47,4.42,67.55,6.05,6.59,-0.296650718,0.088435374
1877-05-01,2.94,0.25,0.29,10.66,4.41,66.34,5.74,6.51,-0.291566265,0.085034014
1877-06-01,2.73,0.24,0.29,10.09,4.4,65.09,5.84,6.91,-0.334146341,0.087912088
1877-07-01,2.85,0.24,0.29,10.18,4.39,67.31,5.57,6.89,-0.27480916,0.084210526
1877-08-01,3.05,0.23,0.29,9.8,4.39,74.83,5.56,7.2,-0.173441734,0.075409836
1877-09-01,3.24,0.22,0.29,9.7,4.38,80.28,5.39,7.31,-0.117166213,0.067901235
1877-10-01,3.31,0.21,0.3,9.7,4.37,82.01,5.16,7.35,-0.080555556,0.063444109
1877-11-01,3.26,0.2,0.3,9.51,4.36,82.39,5.03,7.54,-0.089385475,0.061349693
1877-12-01,3.25,0.19,0.3,9.51,4.35,82.13,4.8,7.58,-0.084507042,0.058461538
1878-01-01,3.25,0.19,0.3,9.23,4.34,84.67,4.93,7.84,-0.026946108,0.058461538
1878-02-01,3.18,0.19,0.3,9.13,4.33,83.71,4.96,7.94,0.003154574,0.059748428
1878-03-01,3.24,0.19,0.3,8.94,4.32,87.11,5.04,8.13,0.102040816,0.058641975
1878-04-01,3.33,0.19,0.3,8.85,4.31,90.49,5.07,8.24,0.132653061,0.057057057
1878-05-01,3.34,0.19,0.3,8.56,4.3,93.79,5.22,8.54,0.223443223,0.056886228
1878-06-01,3.41,0.18,0.3,8.37,4.29,97.93,5.31,8.76,0.196491228,0.052785924
1878-07-01,3.48,0.18,0.31,8.47,4.28,98.82,5.23,8.68,0.140983607,0.051724138
1878-08-01,3.45,0.18,0.31,8.56,4.27,96.88,5.15,8.61,0.064814815,0.052173913
1878-09-01,3.52,0.18,0.31,8.56,4.26,98.84,5.12,8.63,0.063444109,0.051136364
1878-10-01,3.48,0.18,0.31,8.47,4.25,98.82,5.16,8.75,0.067484663,0.051724138
1878-11-01,3.47,0.18,0.31,8.37,4.24,99.65,5.19,8.88,0.067692308,0.051873199
1878-12-01,3.45,0.18,0.31,8.18,4.23,101.38,5.29,9.11,0.061538462,0.052173913
1879-01-01,3.58,0.18,0.32,8.28,4.22,103.99,5.28,9.17,0.125786164,0.05027933
1879-02-01,3.71,0.18,0.32,8.37,4.2,106.54,5.26,9.24,0.145061728,0.04851752
1879-03-01,3.65,0.18,0.33,8.28,4.19,106.03,5.37,9.51,0.096096096,0.049315068
1879-04-01,3.77,0.19,0.33,8.18,4.17,110.79,5.49,9.79,0.128742515,0.050397878
1879-05-01,3.94,0.19,0.34,8.18,4.15,115.78,5.53,9.97,0.15542522,0.04822335
1879-06-01,3.96,0.19,0.34,8.09,4.14,117.74,5.65,10.26,0.137931034,0.047979798
1879-07-01,4.04,0.19,0.35,8.18,4.12,118.72,5.63,10.31,0.171014493,0.047029703
1879-08-01,4.07,0.19,0.36,8.18,4.1,119.6,5.68,10.48,0.15625,0.046683047
1879-09-01,4.22,0.2,0.36,8.47,4.09,119.83,5.54,10.29,0.212643678,0.047393365
1879-10-01,4.68,0.2,0.37,8.94,4.07,125.82,5.29,9.9,0.34870317,0.042735043
1879-11-01,4.93,0.2,0.37,9.42,4.05,125.85,5.06,9.55,0.428985507,0.040567951
1879-12-01,4.92,0.2,0.38,9.7,4.04,121.9,4.96,9.42,0.374301676,0.040650407
1880-01-01,5.11,0.2,0.39,9.99,4.02,122.99,4.93,9.37,0.377358491,0.039138943
1880-02-01,5.2,0.21,0.4,9.99,3.99,125.16,5.05,9.59,0.424657534,0.040384615
1880-03-01,5.3,0.21,0.41,10.09,3.97,126.36,5.13,9.72,0.405835544,0.039622642
1880-04-01,5.18,0.22,0.42,9.7,3.94,128.34,5.45,10.32,0.314720812,0.042471042
1880-05-01,4.77,0.23,0.43,9.42,3.91,121.76,5.74,10.87,0.204545455,0.048218029
1880-06-01,4.79,0.23,0.43,9.23,3.89,124.8,5.99,11.33,0.185643564,0.048016701
1880-07-01,5.01,0.23,0.44,9.23,3.86,130.53,6.12,11.57,0.230958231,0.045908184
1880-08-01,5.19,0.24,0.45,9.23,3.83,135.22,6.25,11.81,0.22985782,0.046242775
1880-09-01,5.18,0.24,0.46,9.32,3.81,133.58,6.32,11.93,0.106837607,0.046332046
1880-10-01,5.33,0.25,0.47,9.32,3.78,137.45,6.45,12.16,0.081135903,0.046904315
1880-11-01,5.61,0.26,0.48,9.42,3.75,143.21,6.51,12.27,0.140243902,0.046345811
1880-12-01,5.84,0.26,0.49,9.51,3.73,147.59,6.57,12.38,0.142857143,0.044520548
1881-01-01,6.19,0.27,0.49,9.42,3.7,158.01,6.76,12.4,0.190384615,0.04361874
1881-02-01,6.17,0.27,0.48,9.51,3.69,155.93,6.82,12.17,0.164150943,0.04376013
1881-03-01,6.24,0.28,0.48,9.51,3.69,157.7,6.95,12.07,0.204633205,0.044871795
1881-04-01,6.22,0.28,0.47,9.61,3.68,155.64,7.01,11.84,0.303983229,0.045016077
1881-05-01,6.5,0.28,0.47,9.51,3.67,164.27,7.2,11.86,0.356993737,0.043076923
1881-06-01,6.58,0.29,0.47,9.51,3.67,166.29,7.33,11.75,0.313373253,0.044072948
1881-07-01,6.35,0.29,0.46,9.61,3.66,158.89,7.38,11.53,0.223506744,0.045669291
1881-08-01,6.2,0.3,0.46,9.8,3.65,152.12,7.36,11.21,0.196911197,0.048387097
1881-09-01,6.25,0.3,0.45,10.18,3.65,147.62,7.2,10.69,0.17260788,0.048
1881-10-01,6.15,0.31,0.45,10.28,3.64,143.91,7.25,10.49,0.096256684,0.050406504
1881-11-01,6.19,0.32,0.44,10.18,3.63,146.2,7.44,10.49,0.059931507,0.051696284
1881-12-01,6.01,0.32,0.44,10.18,3.63,141.95,7.56,10.39,-0.02907916,0.053244592
1882-01-01,5.92,0.32,0.44,10.18,3.62,139.82,7.56,10.37,-0.040518639,0.054054054
1882-02-01,5.79,0.32,0.44,10.28,3.62,135.49,7.49,10.26,-0.072115385,0.055267703
1882-03-01,5.78,0.32,0.44,10.28,3.62,135.25,7.49,10.24,-0.07073955,0.055363322
1882-04-01,5.78,0.32,0.44,10.37,3.62,134.01,7.42,10.12,-0.110769231,0.055363322
1882-05-01,5.71,0.32,0.44,10.47,3.62,131.18,7.35,10.01,-0.132218845,0.056042032
1882-06-01,5.68,0.32,0.43,10.56,3.62,129.32,7.29,9.9,-0.105511811,0.056338028
1882-07-01,6,0.32,0.43,10.47,3.63,137.85,7.35,9.98,-0.032258065,0.053333333
1882-08-01,6.18,0.32,0.43,10.56,3.63,140.7,7.29,9.87,-0.0112,0.051779935
1882-09-01,6.24,0.32,0.43,10.28,3.63,146.02,7.49,10.12,0.014634146,0.051282051
1882-10-01,6.07,0.32,0.43,10.18,3.63,143.37,7.56,10.2,-0.019386107,0.052718287
1882-11-01,5.81,0.32,0.43,10.09,3.63,138.52,7.63,10.27,-0.03327787,0.055077453
1882-12-01,5.84,0.32,0.43,9.99,3.63,140.56,7.7,10.35,-0.013513514,0.054794521
1883-01-01,5.81,0.32,0.43,9.99,3.63,139.84,7.72,10.29,0.003454231,0.055077453
1883-02-01,5.68,0.32,0.42,10.09,3.63,135.42,7.67,10.13,-0.017301038,0.056338028
1883-03-01,5.75,0.32,0.42,9.99,3.63,138.39,7.76,10.17,-0.005190311,0.055652174
1883-04-01,5.87,0.32,0.42,9.9,3.63,142.64,7.86,10.21,0.028021016,0.05451448
1883-05-01,5.77,0.32,0.42,9.8,3.63,141.57,7.95,10.24,0.01584507,0.055459272
1883-06-01,5.82,0.33,0.41,9.51,3.63,147.08,8.21,10.49,-0.03,0.056701031
1883-07-01,5.73,0.33,0.41,9.32,3.63,147.76,8.4,10.64,-0.072815534,0.057591623
1883-08-01,5.47,0.33,0.41,9.32,3.62,141.06,8.42,10.57,-0.123397436,0.060329068
1883-09-01,5.53,0.33,0.41,9.23,3.62,144.08,8.53,10.62,-0.088962109,0.059674503
1883-10-01,5.38,0.33,0.41,9.23,3.62,140.17,8.55,10.55,-0.074010327,0.06133829
1883-11-01,5.46,0.33,0.4,9.13,3.62,143.73,8.67,10.6,-0.065068493,0.06043956
1883-12-01,5.34,0.33,0.4,9.23,3.62,139.13,8.6,10.42,-0.080895009,0.061797753
1884-01-01,5.18,0.33,0.39,9.23,3.62,134.96,8.55,10.23,-0.088028169,0.063706564
1884-02-01,5.32,0.33,0.39,9.23,3.61,138.61,8.51,10.03,-0.074782609,0.062030075
1884-03-01,5.3,0.33,0.38,9.23,3.6,138.08,8.47,9.84,-0.097103918,0.062264151
1884-04-01,5.06,0.32,0.37,9.04,3.59,134.61,8.6,9.84,-0.12305026,0.063241107
1884-05-01,4.65,0.32,0.36,8.85,3.59,126.36,8.74,9.85,-0.201030928,0.068817204
1884-06-01,4.46,0.32,0.35,8.85,3.58,121.2,8.7,9.65,-0.221640489,0.071748879
1884-07-01,4.46,0.32,0.35,8.75,3.57,122.51,8.74,9.55,-0.18464351,0.071748879
1884-08-01,4.74,0.32,0.34,8.75,3.56,130.21,8.7,9.34,-0.142857143,0.067510549
1884-09-01,4.59,0.32,0.33,8.66,3.55,127.47,8.75,9.23,-0.146840149,0.069716776
1884-10-01,4.44,0.31,0.33,8.56,3.54,124.68,8.8,9.13,-0.186813187,0.06981982
1884-11-01,4.35,0.31,0.32,8.37,3.54,124.92,8.95,9.12,-0.185393258,0.071264368
1884-12-01,4.34,0.31,0.31,8.28,3.53,126.07,9,9,-0.162162162,0.071428571
1885-01-01,4.24,0.3,0.31,8.28,3.52,123.16,8.84,8.91,-0.203007519,0.070754717
1885-02-01,4.37,0.3,0.3,8.37,3.51,125.5,8.57,8.71,-0.175471698,0.068649886
1885-03-01,4.38,0.29,0.3,8.18,3.5,128.71,8.6,8.82,-0.134387352,0.066210046
1885-04-01,4.37,0.29,0.3,8.28,3.48,126.94,8.33,8.62,-0.060215054,0.066361556
1885-05-01,4.32,0.28,0.29,8.09,3.47,128.44,8.35,8.72,-0.031390135,0.064814815
1885-06-01,4.3,0.28,0.29,7.9,3.46,130.93,8.37,8.83,-0.035874439,0.065116279
1885-07-01,4.46,0.27,0.29,7.99,3.44,134.18,8.1,8.63,-0.05907173,0.060538117
1885-08-01,4.71,0.26,0.28,7.99,3.43,141.7,7.92,8.52,0.026143791,0.055201699
1885-09-01,4.65,0.26,0.28,7.9,3.42,141.58,7.84,8.53,0.047297297,0.055913978
1885-10-01,4.92,0.25,0.28,7.9,3.41,149.8,7.66,8.42,0.131034483,0.050813008
1885-11-01,5.24,0.25,0.27,7.99,3.4,157.65,7.4,8.22,0.207373272,0.047709924
1885-12-01,5.2,0.24,0.27,8.18,3.38,152.81,7.05,7.93,0.226415094,0.046153846
1886-01-01,5.2,0.24,0.28,7.99,3.37,156.45,7.17,8.27,0.18993135,0.046153846
1886-02-01,5.3,0.24,0.28,7.99,3.38,159.45,7.12,8.42,0.210045662,0.045283019
1886-03-01,5.19,0.23,0.28,7.9,3.4,158.03,7.16,8.68,0.187643021,0.044315992
1886-04-01,5.12,0.23,0.29,7.8,3.41,157.8,7.19,8.94,0.185185185,0.044921875
1886-05-01,5.02,0.23,0.29,7.61,3.42,158.58,7.32,9.32,0.16744186,0.045816733
1886-06-01,5.25,0.23,0.3,7.52,3.43,167.95,7.36,9.6,0.177130045,0.043809524
1886-07-01,5.33,0.23,0.3,7.61,3.44,168.37,7.21,9.63,0.13163482,0.04315197
1886-08-01,5.37,0.23,0.31,7.71,3.46,167.54,7.07,9.67,0.15483871,0.04283054
1886-09-01,5.51,0.23,0.32,7.71,3.47,171.91,7.02,9.83,0.119918699,0.041742287
1886-10-01,5.65,0.22,0.32,7.71,3.48,176.28,6.97,9.98,0.078244275,0.038938053
1886-11-01,5.79,0.22,0.33,7.71,3.5,180.65,6.92,10.14,0.113461538,0.037996546
1886-12-01,5.64,0.22,0.33,7.8,3.51,173.82,6.78,10.17,0.084615385,0.039007092
1887-01-01,5.58,0.22,0.33,7.99,3.52,167.88,6.69,10,0.052830189,0.039426523
1887-02-01,5.54,0.23,0.34,8.09,3.53,164.71,6.69,9.96,0.06743738,0.041516245
1887-03-01,5.67,0.23,0.34,8.09,3.55,168.58,6.76,10.03,0.107421875,0.040564374
1887-04-01,5.8,0.23,0.34,8.09,3.56,172.44,6.84,10.11,0.155378486,0.039655172
1887-05-01,5.9,0.23,0.34,8.09,3.57,175.42,6.91,10.18,0.123809524,0.038983051
1887-06-01,5.73,0.23,0.34,7.99,3.58,172.39,7.07,10.38,0.075046904,0.040139616
1887-07-01,5.59,0.24,0.35,7.9,3.59,170.2,7.23,10.58,0.040968343,0.04293381
1887-08-01,5.45,0.24,0.35,7.99,3.61,163.97,7.22,10.53,-0.010889292,0.044036697
1887-09-01,5.38,0.24,0.35,7.9,3.62,163.81,7.38,10.73,-0.047787611,0.044609665
1887-10-01,5.2,0.24,0.35,7.99,3.63,156.45,7.37,10.68,-0.101899827,0.046153846
1887-11-01,5.3,0.25,0.36,8.09,3.65,157.58,7.36,10.63,-0.060283688,0.047169811
1887-12-01,5.27,0.25,0.36,8.28,3.66,153.08,7.26,10.46,-0.055555556,0.04743833
1888-01-01,5.31,0.25,0.35,8.37,3.67,152.49,7.13,10.1,-0.041516245,0.047080979
1888-02-01,5.28,0.25,0.34,8.28,3.65,153.37,7.17,9.97,-0.068783069,0.047348485
1888-03-01,5.08,0.24,0.34,8.28,3.63,147.56,7.12,9.73,-0.124137931,0.047244094
1888-04-01,5.1,0.24,0.33,8.18,3.62,149.87,7.15,9.6,-0.13559322,0.047058824
1888-05-01,5.17,0.24,0.32,8.09,3.6,153.71,7.19,9.46,-0.097731239,0.046421663
1888-06-01,5.01,0.24,0.31,7.99,3.58,150.73,7.22,9.33,-0.103756708,0.047904192
1888-07-01,5.14,0.24,0.3,8.09,3.56,152.82,7.09,8.97,-0.056880734,0.046692607
1888-08-01,5.25,0.24,0.29,8.09,3.54,156.09,7.04,8.72,-0.024163569,0.045714286
1888-09-01,5.38,0.23,0.28,8.09,3.52,159.96,6.99,8.47,0.034615385,0.042750929
1888-10-01,5.35,0.23,0.28,8.18,3.5,157.22,6.86,8.13,0.009433962,0.042990654
1888-11-01,5.24,0.23,0.27,8.28,3.49,152.21,6.73,7.79,-0.0056926,0.04389313
1888-12-01,5.14,0.23,0.26,8.28,3.47,149.31,6.68,7.55,-0.032015066,0.044747082
1889-01-01,5.24,0.23,0.26,7.99,3.45,157.65,6.9,7.92,-0.007575758,0.04389313
1889-02-01,5.3,0.23,0.27,7.9,3.45,161.37,6.95,8.12,0.043307087,0.043396226
1889-03-01,5.19,0.23,0.27,7.8,3.44,159.95,7.01,8.32,0.017647059,0.044315992
1889-04-01,5.18,0.23,0.27,7.8,3.44,159.64,6.99,8.42,0.001934236,0.044401544
1889-05-01,5.32,0.23,0.28,7.61,3.44,168.06,7.13,8.74,0.061876248,0.043233083
1889-06-01,5.41,0.23,0.28,7.61,3.44,170.9,7.11,8.85,0.052529183,0.042513863
1889-07-01,5.3,0.22,0.28,7.61,3.44,167.43,7.08,8.95,0.00952381,0.041509434
1889-08-01,5.37,0.22,0.29,7.61,3.43,169.64,7.05,9.06,-0.001858736,0.040968343
1889-09-01,5.5,0.22,0.29,7.71,3.43,171.6,6.94,9.05,0.028037383,0.04
1889-10-01,5.4,0.22,0.29,7.71,3.43,168.48,6.92,9.15,0.030534351,0.040740741
1889-11-01,5.35,0.22,0.3,7.71,3.43,166.92,6.89,9.26,0.040856031,0.041121495
1889-12-01,5.32,0.22,0.3,7.8,3.42,163.96,6.78,9.25,0.015267176,0.041353383
1890-01-01,5.38,0.22,0.3,7.61,3.42,169.95,6.95,9.45,0.01509434,0.040892193
1890-02-01,5.32,0.22,0.3,7.61,3.44,168.06,6.95,9.42,0.02504817,0.041353383
1890-03-01,5.28,0.22,0.3,7.61,3.45,166.79,6.95,9.4,0.019305019,0.041666667
1890-04-01,5.39,0.22,0.3,7.61,3.47,170.27,6.95,9.37,0.013157895,0.040816327
1890-05-01,5.62,0.22,0.3,7.71,3.49,175.34,6.86,9.23,0.038817006,0.039145907
1890-06-01,5.58,0.22,0.29,7.71,3.5,174.1,6.86,9.2,0.052830189,0.039426523
1890-07-01,5.54,0.22,0.29,7.71,3.52,172.85,6.86,9.18,0.031657356,0.039711191
1890-08-01,5.41,0.22,0.29,7.99,3.54,162.76,6.62,8.82,-0.016363636,0.040665434
1890-09-01,5.32,0.22,0.29,8.09,3.55,158.17,6.54,8.7,-0.014814815,0.041353383
1890-10-01,5.08,0.22,0.29,8.09,3.57,151.04,6.54,8.67,-0.05046729,0.043307087
1890-11-01,4.71,0.22,0.29,7.9,3.59,143.41,6.7,8.85,-0.114661654,0.04670913
1890-12-01,4.6,0.22,0.29,7.9,3.6,140.06,6.7,8.83,-0.144981413,0.047826087
1891-01-01,4.84,0.22,0.29,7.8,3.62,149.17,6.78,9.07,-0.090225564,0.045454545
1891-02-01,4.9,0.22,0.3,7.9,3.62,149.2,6.7,9.08,-0.071969697,0.044897959
1891-03-01,4.81,0.22,0.3,7.99,3.62,144.71,6.62,9.1,-0.107606679,0.045738046
1891-04-01,4.97,0.22,0.31,8.09,3.61,147.77,6.54,9.12,-0.115658363,0.044265594
1891-05-01,4.95,0.22,0.31,7.99,3.61,148.92,6.62,9.35,-0.112903226,0.044444444
1891-06-01,4.85,0.22,0.32,7.8,3.61,149.47,6.78,9.71,-0.124548736,0.045360825
1891-07-01,4.77,0.22,0.32,7.71,3.61,148.82,6.86,9.96,-0.118299445,0.046121593
1891-08-01,4.93,0.22,0.32,7.71,3.61,153.82,6.86,10.09,-0.073308271,0.044624746
1891-09-01,5.33,0.22,0.33,7.61,3.61,168.37,6.95,10.35,0.049212598,0.041275797
1891-10-01,5.33,0.22,0.33,7.61,3.6,168.37,6.95,10.48,0.13163482,0.041275797
1891-11-01,5.25,0.22,0.34,7.52,3.6,167.95,7.04,10.74,0.141304348,0.041904762
1891-12-01,5.41,0.22,0.34,7.52,3.6,173.06,7.04,10.88,0.117768595,0.040665434
1892-01-01,5.51,0.22,0.34,7.33,3.6,180.84,7.28,11.24,0.124489796,0.039927405
1892-02-01,5.52,0.22,0.34,7.33,3.61,181.17,7.33,11.32,0.147609148,0.039855072
1892-03-01,5.58,0.23,0.35,7.14,3.63,188.02,7.58,11.71,0.122736419,0.041218638
1892-04-01,5.57,0.23,0.35,7.04,3.64,190.22,7.74,11.95,0.125252525,0.041292639
1892-05-01,5.57,0.23,0.35,7.04,3.65,190.22,7.8,12.04,0.148453608,0.041292639
1892-06-01,5.54,0.23,0.35,7.04,3.66,189.2,7.85,12.12,0.161425577,0.041516245
1892-07-01,5.54,0.23,0.36,7.23,3.67,184.22,7.7,11.89,0.123732252,0.041516245
1892-08-01,5.62,0.23,0.36,7.33,3.69,184.45,7.66,11.82,0.054409006,0.040925267
1892-09-01,5.48,0.23,0.36,7.33,3.7,179.86,7.71,11.9,0.028142589,0.041970803
1892-10-01,5.59,0.24,0.36,7.33,3.71,183.47,7.77,11.98,0.064761905,0.04293381
1892-11-01,5.57,0.24,0.37,7.52,3.73,178.18,7.62,11.76,0.029574861,0.043087971
1892-12-01,5.51,0.24,0.37,7.61,3.74,174.06,7.58,11.69,0,0.043557169
1893-01-01,5.61,0.24,0.36,7.9,3.75,170.81,7.33,10.99,0.016304348,0.042780749
1893-02-01,5.51,0.24,0.35,7.99,3.75,165.77,7.27,10.58,-0.012544803,0.043557169
1893-03-01,5.31,0.24,0.34,7.8,3.74,163.65,7.47,10.56,-0.046678636,0.04519774
1893-04-01,5.31,0.24,0.33,7.71,3.74,165.67,7.59,10.4,-0.046678636,0.04519774
1893-05-01,4.84,0.24,0.32,7.61,3.73,152.9,7.71,10.24,-0.126353791,0.049586777
1893-06-01,4.61,0.24,0.32,7.42,3.73,149.36,7.94,10.21,-0.167870036,0.052060738
1893-07-01,4.18,0.25,0.31,7.23,3.73,139,8.17,10.17,-0.256227758,0.059808612
1893-08-01,4.08,0.25,0.3,6.95,3.72,141.25,8.54,10.27,-0.255474453,0.06127451
